Date,Revenue,Marketing Spend (Google),Marketing Spend (LinkedIn),Marketing Spend (Campus),Marketing Spend (Events),Operational Costs,Number of Enrollments,Retention Rates,Seasonal Trends,Conversions (Google),Conversions (LinkedIn),Conversions (Campus),Conversions (Events),Leads Generated (Google),Leads Generated (LinkedIn),Leads Generated (Campus),Leads Generated (Events),Customer Acquisition Cost (Google),Customer Acquisition Cost (LinkedIn),Customer Acquisition Cost (Campus),Customer Acquisition Cost (Events),Payment Terms,Fixed Costs,Variable Costs,Liabilities
2023-01-15,31389.23,4211.24,2109.38,1742.92,2964.02,3913.32,48,0.79,Low,14,8,6,6,21,13,8,14,135.94,103.05,240.38,160.04,30 days,2481.87,1310.48,3555.75
2023-01-16,34624.96,4843.68,1854.01,2168.54,3438.68,6049.34,55,0.71,Low,7,2,5,5,19,11,10,9,168.05,200.17,86.2,190.47,30 days,2698.24,1588.75,4299.54
2023-01-17,29175.02,3143.74,3018.81,531.91,3152.73,6630.53,53,0.88,High,7,5,10,11,28,12,16,12,139.0,72.79,128.33,155.43,30 days,4089.02,1678.64,3112.18
2023-01-18,28023.84,2953.98,3251.99,2678.88,1411.82,4572.38,50,0.94,Low,9,11,6,5,19,23,6,11,106.61,206.99,100.23,140.73,30 days,4561.64,1571.23,4607.51
2023-01-19,19687.2,2607.55,1773.1,1616.85,907.27,7144.49,39,0.77,High,14,7,11,11,12,22,6,10,124.25,122.07,147.39,108.5,60 days,2186.21,2049.18,2474.84
2023-01-20,22339.1,1614.76,3397.21,1357.42,925.5,6017.09,47,0.72,Low,9,6,7,3,26,11,12,14,71.24,189.65,109.62,166.56,60 days,3778.35,2110.29,2923.2
2023-01-21,23489.09,3290.43,1740.53,845.61,1444.55,4945.62,62,0.82,Low,17,5,1,7,24,11,13,15,96.59,84.71,135.23,201.49,90 days,3783.25,2639.15,3282.66
2023-01-22,23462.4,2108.05,2228.24,1598.66,2381.13,5788.21,50,0.91,Low,18,7,7,5,16,11,10,8,53.35,150.81,113.55,108.3,90 days,3148.06,2154.32,3875.67
2023-01-23,34145.0,4685.23,3126.46,1740.81,2932.53,5883.8,57,0.84,High,6,10,3,7,19,8,14,12,110.93,65.35,70.65,195.04,90 days,4353.79,2992.91,3114.95
2023-01-24,29976.41,3332.76,3017.34,1509.12,3207.83,3827.68,45,0.71,Medium,4,14,3,8,18,17,15,8,63.69,104.6,73.43,133.91,30 days,3499.02,2389.65,4244.43
2023-01-25,31358.33,3371.36,3959.58,2196.65,2408.88,5013.66,50,0.94,High,9,10,2,4,27,10,6,7,149.09,192.75,162.68,83.46,30 days,2429.4,2459.18,3786.47
2023-01-26,19779.03,2419.7,1520.52,1552.24,616.33,4717.15,42,0.91,High,9,9,5,8,18,19,6,11,186.88,132.7,162.44,215.25,60 days,3886.67,2995.62,2400.14
2023-01-27,24078.36,1207.96,2919.42,2903.54,1140.32,5004.51,59,0.73,High,7,8,6,6,18,20,7,11,161.1,165.52,76.49,177.47,60 days,3801.12,1468.31,3559.7
2023-01-28,19992.04,1126.98,2750.98,1998.19,889.21,6805.55,60,0.93,Medium,9,8,3,6,25,14,10,16,81.11,189.16,195.9,203.77,60 days,4979.22,2293.39,2266.81
2023-01-29,28117.89,2693.34,3728.32,2518.69,1653.64,5412.69,42,0.81,High,6,10,9,8,23,16,14,13,126.06,144.85,74.84,173.06,30 days,2658.09,2775.93,3866.3
2023-01-30,17564.69,1338.26,1300.36,773.39,2053.92,7701.58,49,0.79,Low,10,8,2,5,13,19,16,18,156.8,153.73,157.58,85.38,90 days,3819.14,2935.88,3613.83
2023-01-31,25805.93,3427.39,3205.75,1493.23,725.85,4468.38,57,0.82,Medium,10,6,3,2,21,10,16,8,170.85,182.61,141.14,154.37,30 days,3716.69,1893.01,1709.3
2023-02-01,31956.99,4523.89,2618.46,1342.12,1610.59,5078.52,65,0.91,High,12,11,3,4,16,13,15,12,92.45,79.27,228.94,169.55,90 days,2971.24,1861.77,3802.14
2023-02-02,24049.05,4531.66,1678.93,1923.71,1119.62,6934.78,43,0.86,High,12,14,4,9,29,12,15,12,121.56,71.45,173.76,108.1,60 days,4293.06,1189.48,1522.8
2023-02-03,28169.55,3636.18,2318.19,2652.78,2476.5,5730.12,40,0.71,Medium,11,8,5,7,28,14,8,10,65.65,159.51,218.04,169.1,60 days,3116.1,2808.5,1367.77
2023-02-04,19499.32,1844.93,1868.09,695.85,1946.39,5735.14,43,0.94,High,5,10,3,3,20,12,12,16,158.95,216.01,249.7,158.52,90 days,3979.07,2873.52,3571.21
2023-02-05,28057.52,4451.99,2653.8,681.44,2036.42,3266.7,40,0.74,Medium,6,10,5,7,17,18,14,5,115.21,163.16,101.93,68.56,30 days,3186.0,2769.03,2333.63
2023-02-06,32303.7,4544.37,3644.8,2625.79,1840.31,4993.0,53,0.89,Low,16,10,4,5,21,13,11,11,56.25,172.82,81.3,210.62,60 days,4380.1,1450.74,1642.94
2023-02-07,25860.25,1786.61,2621.78,1032.13,3372.46,4353.67,54,0.86,High,19,13,5,3,22,18,2,9,129.41,165.37,209.41,153.09,90 days,4993.66,1603.41,4949.7
2023-02-08,28151.42,3949.7,2821.51,2171.88,1222.73,7996.68,40,0.75,High,10,9,3,9,17,14,11,13,168.71,156.91,183.69,161.42,30 days,4064.67,2896.83,4479.72
2023-02-09,22361.99,2146.08,2459.99,1857.2,2098.33,4541.78,41,0.74,Low,11,10,4,7,16,17,11,7,56.67,91.62,184.15,89.97,90 days,4345.81,2228.43,1707.5
2023-02-10,28920.91,4210.56,963.73,2582.23,2734.45,7422.48,55,0.92,High,6,9,7,7,18,19,11,12,110.5,194.44,126.93,197.66,60 days,2172.17,2264.7,4774.43
2023-02-11,28570.46,4988.95,1545.15,812.72,2214.85,6381.17,47,0.8,High,12,4,7,7,18,13,12,12,122.28,152.23,88.44,152.69,30 days,4677.0,1834.01,3424.17
2023-02-12,22983.38,1120.1,2374.41,824.46,3294.16,4704.58,52,0.86,Medium,14,8,4,9,25,12,11,13,199.93,216.54,199.82,79.61,60 days,4499.06,2230.42,3079.58
2023-02-13,27135.16,4589.46,1792.75,1892.05,1696.11,5717.67,45,0.83,High,22,4,4,4,22,16,6,8,82.81,71.05,167.8,180.65,30 days,2415.86,1321.05,2427.35
2023-02-14,27965.56,3490.52,1381.64,2865.95,1944.66,7202.68,56,0.88,Low,8,10,7,5,22,21,11,12,172.87,107.76,160.27,145.67,60 days,3851.15,2898.73,2285.53
2023-02-15,30186.96,4893.53,2413.23,1537.49,856.71,7416.84,54,0.82,High,7,5,7,7,18,11,10,18,71.89,75.9,202.48,120.22,30 days,4593.16,2891.07,1411.99
2023-02-16,23572.02,2860.04,1832.99,1317.36,2366.1,3801.97,51,0.77,Medium,8,4,5,6,25,17,10,7,194.6,197.47,247.95,217.06,90 days,3888.34,2714.24,1725.69
2023-02-17,26276.92,4389.55,1625.94,2016.72,1435.81,4697.87,45,0.79,Low,8,10,3,3,20,14,13,8,96.01,190.86,203.24,200.51,60 days,4647.0,1511.98,2076.38
2023-02-18,24515.53,1249.58,2284.75,2826.12,1064.9,4676.12,59,0.91,Low,11,12,2,5,30,12,5,11,71.83,183.69,238.23,72.06,60 days,4131.2,2752.02,3944.94
2023-02-19,23216.66,2341.12,1226.51,2592.32,2179.14,3210.22,51,0.82,Low,9,6,4,6,14,15,13,12,107.26,168.58,141.74,180.27,60 days,3319.41,2400.23,4839.86
2023-02-20,25977.08,1268.07,3768.79,2988.71,2143.7,5991.19,48,0.75,Low,13,8,1,6,24,10,12,14,52.28,77.06,231.65,93.4,60 days,4872.25,1492.44,2862.12
2023-02-21,31350.85,4901.37,3576.65,556.42,820.03,7274.1,57,0.93,Medium,12,6,6,9,21,15,6,16,66.33,124.95,200.92,67.75,90 days,4767.79,2670.66,2484.2
2023-02-22,28444.6,4267.9,3064.39,782.15,2624.82,4907.87,49,0.9,Medium,8,12,5,10,14,22,9,15,124.42,172.72,136.9,101.08,90 days,2198.81,1181.89,4436.4
2023-02-23,28018.38,4410.19,1139.88,2023.67,2408.94,6700.18,52,0.71,Medium,7,4,8,5,19,13,9,13,191.09,117.73,161.61,72.88,30 days,2481.66,2434.19,3723.0
2023-02-24,33979.53,4751.86,3282.81,2551.44,1148.15,6138.5,60,0.95,Medium,17,12,10,4,23,20,12,11,116.74,174.85,106.43,170.31,30 days,3737.66,2994.84,1979.2
2023-02-25,21659.19,1340.41,3385.46,1213.11,1961.36,4878.24,48,0.87,High,8,4,4,3,20,9,8,14,149.03,105.66,84.64,189.98,90 days,3856.16,1862.23,3152.69
2023-02-26,26887.55,2542.39,3256.85,1098.03,2688.94,3705.3,48,0.74,Medium,11,13,5,8,19,15,7,11,156.06,146.97,154.14,94.39,30 days,4698.41,2243.26,4533.9
2023-02-27,20236.46,1284.14,1164.69,2467.44,2135.36,6546.62,51,0.76,High,6,4,3,7,26,11,11,13,55.48,116.73,248.78,99.54,60 days,2464.96,1432.91,3639.95
2023-02-28,21607.43,1843.17,2860.51,640.95,1746.92,7272.83,58,0.87,Low,9,12,5,7,21,13,7,18,98.31,207.44,226.68,87.12,30 days,3135.13,1933.03,2491.72
2023-03-01,22302.67,1917.46,3469.84,1423.46,1534.78,6429.27,49,0.89,High,5,3,4,0,18,14,6,15,199.56,130.78,72.99,157.79,30 days,4933.09,1216.47,2712.89
2023-03-02,26605.05,2876.43,2647.53,1764.52,2370.14,3089.39,61,0.76,High,5,8,6,3,18,21,13,12,51.05,105.87,244.57,145.74,30 days,4580.37,2390.76,4594.41
2023-03-03,28618.66,2074.25,2868.5,1900.87,3323.42,4081.16,57,0.76,High,11,10,8,5,28,10,6,18,120.53,69.12,154.41,66.01,90 days,4725.69,2545.53,3832.24
2023-03-04,22541.81,1403.91,2266.76,2321.54,2548.06,3347.4,43,0.78,Medium,13,10,2,6,18,18,5,16,175.62,83.27,102.2,125.99,30 days,2094.81,2176.7,3040.19
2023-03-05,20115.08,1669.96,2491.86,1387.11,816.76,5851.93,56,0.85,Medium,9,11,5,10,20,5,10,10,93.26,150.39,234.68,79.53,60 days,2660.18,2482.19,3712.54
2023-03-06,21041.0,1589.1,910.01,2031.71,1935.99,6782.39,55,0.74,Low,6,6,9,6,26,10,10,13,199.49,172.18,236.47,160.53,60 days,3389.59,2379.65,3741.69
2023-03-07,33866.37,4892.31,2844.68,1963.44,3183.39,3552.9,48,0.73,Medium,12,7,9,5,23,7,11,14,122.92,212.7,222.45,143.17,30 days,4621.19,2845.88,3269.34
2023-03-08,23914.22,4037.17,1060.63,1869.04,873.94,7191.69,44,0.87,High,6,8,10,9,13,13,5,19,187.1,155.49,181.83,140.72,60 days,3338.92,1957.11,3510.21
2023-03-09,33361.29,4871.05,2192.05,2101.21,3467.74,5777.54,46,0.89,Medium,11,6,7,9,22,18,9,22,129.25,168.92,112.59,186.3,30 days,2482.0,2076.86,2412.28
2023-03-10,26146.53,2758.96,1736.5,1148.62,3352.3,6449.85,50,0.83,Medium,6,6,3,6,27,16,9,12,109.65,159.17,113.37,140.8,30 days,3839.68,1744.32,2398.66
2023-03-11,22346.03,2113.47,2545.37,711.62,827.0,7857.01,54,0.79,High,13,11,3,3,16,16,10,13,156.51,204.4,243.8,145.22,60 days,4680.87,1705.68,2356.63
2023-03-12,27955.08,4193.17,1226.93,798.18,3306.9,3418.4,51,0.81,Low,11,9,7,4,25,18,4,13,193.74,108.39,120.19,169.38,90 days,2203.98,2635.49,1154.72
2023-03-13,24271.89,2305.02,3013.26,1061.46,1653.08,7506.12,52,0.8,Medium,16,9,3,11,15,9,3,4,106.41,156.52,146.05,114.72,60 days,3486.89,2857.74,4312.69
2023-03-14,28238.7,2197.53,3344.04,1750.49,3049.66,3630.51,52,0.94,Low,13,5,10,8,15,10,10,16,179.74,213.57,205.51,219.67,30 days,4940.44,1619.52,1629.92
2023-03-15,22280.11,1930.02,1322.73,2601.11,1813.31,4964.79,43,0.89,High,10,6,5,2,31,13,11,15,148.94,61.14,218.23,111.44,30 days,2227.41,1838.72,1376.78
2023-03-16,23761.85,1518.72,1133.8,2253.23,1878.48,7257.19,61,0.75,Medium,10,7,5,2,23,18,12,4,106.79,103.36,144.05,215.77,60 days,3208.2,1704.63,2691.46
2023-03-17,21766.46,2025.85,1265.65,2472.6,2439.3,7531.27,46,0.8,Low,9,11,5,5,17,12,7,12,58.32,181.41,141.21,199.26,60 days,2656.04,2709.3,2917.39
2023-03-18,29683.36,2421.28,3606.81,1377.44,2845.98,5531.86,62,0.84,Low,14,6,4,8,27,13,9,7,96.71,135.19,134.26,214.53,90 days,2351.06,2895.61,2052.69
2023-03-19,28572.27,3695.98,2490.21,1511.63,697.99,5970.52,57,0.85,High,8,6,4,6,18,10,12,12,174.69,86.94,139.91,95.24,30 days,4171.0,2803.99,4826.21
2023-03-20,22122.8,1250.26,2295.24,1484.2,2320.15,6540.74,56,0.82,Medium,9,12,5,2,20,13,11,6,64.27,151.46,206.5,103.16,60 days,2191.06,1026.45,1666.5
2023-03-21,17631.25,1842.03,1141.48,979.68,1141.53,7163.79,63,0.9,Low,11,3,6,7,11,15,13,11,135.83,142.41,81.15,204.89,60 days,4743.16,1345.48,3295.0
2023-03-22,25510.89,4236.09,2878.58,653.04,1603.25,3607.56,44,0.89,Low,9,7,7,6,23,18,9,12,126.78,132.66,214.03,222.93,90 days,4851.33,2790.33,3442.64
2023-03-23,22630.93,1587.69,3577.6,1977.29,1609.11,7050.35,42,0.83,Low,18,7,3,2,9,9,11,16,149.25,114.68,108.67,189.28,60 days,3742.87,2050.46,3621.84
2023-03-24,27173.3,2370.58,3450.19,2973.04,1960.27,5406.38,51,0.91,Low,12,8,5,5,16,12,16,9,190.85,68.41,99.06,170.27,90 days,3860.11,1754.97,4175.5
2023-03-25,28653.05,4458.64,2803.38,917.07,1569.0,5253.12,45,0.89,Low,13,7,4,6,22,20,9,11,162.76,156.66,91.74,198.55,60 days,4724.92,1813.85,4460.18
2023-03-26,18612.89,1619.7,1040.89,616.71,911.35,5119.5,59,0.89,Low,10,7,6,9,18,18,13,11,126.59,142.76,112.4,71.86,90 days,3716.01,2648.22,2166.7
2023-03-27,18132.94,1330.95,1159.67,2448.83,1022.32,5546.06,52,0.94,Low,5,5,3,5,24,21,5,10,174.55,153.66,220.1,205.97,30 days,2624.72,2624.45,4944.11
2023-03-28,19146.85,2938.15,957.79,1131.47,696.97,7725.25,46,0.77,Low,4,8,2,4,18,14,19,11,155.25,60.39,166.84,111.39,30 days,3075.96,2656.33,2655.7
2023-03-29,21893.97,2209.68,1623.93,2574.11,1963.72,5741.02,48,0.77,Low,10,8,8,6,17,19,4,13,184.33,73.23,118.41,74.35,90 days,3467.39,2695.7,4136.61
2023-03-30,27281.35,3253.63,1234.12,2259.84,3367.9,7765.89,43,0.92,Low,12,8,3,1,15,17,11,10,158.65,86.83,103.47,177.46,30 days,4119.25,1138.9,1163.73
2023-03-31,27704.79,4215.22,1632.15,2864.18,935.46,3901.45,48,0.89,Medium,15,7,8,8,18,20,9,12,162.95,131.75,208.52,189.21,30 days,3396.59,2512.82,3981.56
2023-04-01,22900.26,1548.59,2032.19,1522.32,3344.17,6620.68,52,0.93,High,11,6,4,5,18,13,5,20,62.6,189.26,160.99,168.49,60 days,4842.73,2221.78,4321.82
2023-04-02,30834.47,3322.8,3817.54,2154.92,2726.75,7061.2,38,0.72,High,8,9,3,9,17,18,18,10,50.57,99.34,91.65,122.77,30 days,3790.84,1507.46,1433.37
2023-04-03,25321.43,3022.04,2753.2,1662.14,2448.75,6395.64,39,0.86,High,10,6,3,6,18,13,8,8,193.34,189.33,137.54,84.34,90 days,3624.55,2185.1,2224.26
2023-04-04,25060.22,1576.32,3471.92,2076.47,2471.31,6034.61,47,0.74,Low,12,8,7,5,17,14,12,10,87.8,97.64,150.09,191.88,90 days,4327.0,2367.72,2790.97
2023-04-05,29106.82,3495.99,3073.12,1624.0,2997.51,5824.06,48,0.83,High,8,11,1,7,19,20,14,10,74.76,179.85,133.71,72.81,30 days,2617.66,2142.24,4055.76
2023-04-06,18562.66,2094.56,1160.01,971.58,910.07,7304.65,56,0.74,Low,7,7,6,8,27,17,11,16,73.81,199.88,117.73,190.35,90 days,3523.56,1705.16,3118.59
2023-04-07,28063.8,2951.34,3154.95,1769.74,2063.79,7108.23,62,0.73,Medium,6,10,7,6,28,16,13,13,160.68,190.63,129.23,222.98,60 days,2051.24,1489.02,3525.61
2023-04-08,19956.93,1329.09,1680.32,1821.46,2621.56,3611.44,50,0.7,High,13,12,6,6,28,19,9,13,56.96,178.14,203.01,229.47,60 days,3324.71,1172.61,2474.77
2023-04-09,28417.06,2838.34,2845.15,2526.51,2301.78,7242.94,48,0.86,Medium,17,8,6,6,18,13,9,11,149.15,66.15,241.55,130.39,90 days,2458.99,1113.78,4479.27
2023-04-10,27825.15,2225.85,1891.08,2338.8,3015.06,5070.34,56,0.79,Medium,10,12,1,5,18,19,17,15,135.72,112.82,74.65,82.93,30 days,4396.36,1704.87,2465.82
2023-04-11,32079.32,4289.52,3992.55,2159.48,809.59,4268.48,62,0.73,Low,9,12,5,4,26,18,13,13,72.1,91.44,182.83,80.6,60 days,3132.71,1473.07,2897.22
2023-04-12,19866.19,1227.91,1643.36,783.47,2603.03,7348.84,50,0.78,High,9,11,0,13,23,12,17,7,70.32,135.93,83.1,146.1,60 days,3404.1,1989.39,2768.42
2023-04-13,22878.09,2674.43,1693.22,2301.54,2148.68,5160.12,45,0.74,Medium,10,9,5,5,15,13,9,18,69.9,116.69,106.39,195.64,30 days,2096.06,2127.29,4142.41
2023-04-14,26292.53,2833.73,3778.15,1750.76,1699.57,7041.82,47,0.94,High,9,8,5,7,25,17,7,10,88.93,158.85,167.99,72.9,30 days,2100.51,1759.26,4284.07
2023-04-15,25912.31,3900.02,878.86,2735.25,1586.8,4317.02,48,0.78,Medium,9,6,5,9,20,14,11,23,146.27,150.52,212.91,92.77,60 days,2785.42,1760.31,4623.4
2023-04-16,31179.41,3297.15,3029.4,2799.68,2400.41,3019.65,62,0.78,Medium,13,3,9,4,17,18,8,13,81.03,128.94,148.4,162.12,30 days,4099.31,2496.8,1919.59
2023-04-17,30087.09,3668.85,3121.04,637.89,3183.89,5477.3,49,0.91,Low,11,3,8,6,24,4,10,8,149.01,182.79,228.3,79.1,90 days,4264.93,1011.85,4644.11
2023-04-18,31851.32,4108.2,3476.41,2551.6,2038.91,3501.14,53,0.86,High,17,6,3,8,19,16,4,6,195.76,62.37,198.84,209.94,60 days,4979.97,2995.62,2159.16
2023-04-19,32691.61,4448.81,3918.21,594.24,2991.7,6771.88,39,0.88,Low,11,2,3,5,23,11,10,16,179.31,198.52,104.87,148.01,30 days,4349.85,1881.88,4512.13
2023-04-20,27482.03,2255.5,3921.93,1417.92,1766.25,4380.38,49,0.86,Low,9,3,8,8,17,12,7,12,169.71,60.47,193.52,128.83,30 days,3937.72,2174.48,4428.5
2023-04-21,23015.05,3152.09,1008.89,1855.75,896.94,5218.23,46,0.94,Low,15,14,8,3,20,11,10,11,192.37,132.32,127.31,67.18,60 days,4103.18,1487.44,2819.01
2023-04-22,30261.03,4360.43,3429.89,870.25,778.37,3435.17,61,0.75,Low,6,7,8,9,32,10,10,13,141.87,201.02,208.01,83.64,30 days,3202.21,1419.41,4193.73
2023-04-23,29386.71,4957.8,2868.19,2365.78,748.87,4433.3,53,0.95,Low,12,9,3,6,23,17,13,5,165.33,126.88,111.51,201.56,30 days,4894.67,2345.6,3973.14
2023-04-24,27399.57,4558.08,2871.49,520.89,1702.44,6907.45,40,0.91,Medium,10,7,0,7,17,18,8,11,166.09,180.91,96.01,180.33,30 days,3851.89,2945.42,1179.96
2023-04-25,19129.77,2485.87,1210.72,921.5,1577.99,3757.94,40,0.85,High,9,6,5,5,24,15,8,17,196.18,124.47,184.79,68.36,60 days,2056.81,2816.76,1104.81
2023-04-26,25333.69,1780.67,2880.6,1951.99,2682.02,6235.8,51,0.87,High,10,11,5,4,29,15,5,13,147.08,196.15,180.99,225.71,90 days,3044.53,2863.64,1351.48
2023-04-27,29299.87,2957.57,3943.94,2285.97,2754.18,7587.13,41,0.86,Low,7,4,3,4,17,16,8,7,90.96,219.88,173.23,123.29,30 days,2423.15,2016.24,4793.05
2023-04-28,30481.41,3966.57,3717.82,2791.61,747.48,6399.18,53,0.71,High,4,8,9,7,22,13,4,8,79.35,203.73,113.77,165.05,60 days,2706.93,1717.88,3851.55
2023-04-29,24033.3,2970.28,2205.22,2263.74,1241.26,7055.11,51,0.75,Medium,11,5,11,7,16,12,10,12,96.0,68.92,107.08,184.23,60 days,3697.65,2531.8,2657.82
2023-04-30,21882.64,2932.72,927.83,2179.45,1395.36,3544.86,47,0.94,Low,9,12,2,3,19,18,7,8,164.26,83.72,234.24,222.83,90 days,3319.19,2084.39,1883.28
2023-05-01,26611.95,4352.92,1959.34,1485.85,2188.07,4253.66,44,0.83,Medium,8,9,5,6,22,12,10,7,148.48,146.7,165.88,211.92,30 days,3352.73,2626.23,4791.19
2023-05-02,23580.19,2445.62,3444.45,503.21,1019.09,7472.69,62,0.79,Medium,8,1,8,10,18,12,5,10,82.89,213.86,143.18,163.57,60 days,3293.46,2397.92,1977.27
2023-05-03,25272.41,4439.18,3044.8,800.4,988.43,6575.53,39,0.89,Low,13,6,4,8,12,14,10,5,178.97,125.01,217.5,87.99,30 days,2599.24,1727.5,3174.91
2023-05-04,25910.82,2627.22,2269.9,1836.39,3336.99,6197.77,44,0.83,Medium,11,12,1,6,31,16,14,8,197.2,104.33,79.14,204.43,30 days,2319.9,1136.74,1972.69
2023-05-05,24197.96,2312.93,976.32,2187.82,2932.19,6318.83,53,0.7,Low,8,8,6,7,15,12,12,10,163.58,214.4,191.68,199.76,60 days,3301.35,1589.62,3907.08
2023-05-06,22921.79,2815.96,2166.06,1543.62,1123.9,5071.0,44,0.88,Medium,10,10,9,5,17,14,13,9,59.32,173.41,96.54,170.46,90 days,2807.4,2661.31,1690.01
2023-05-07,26302.36,4049.79,2300.88,2326.7,1779.05,3222.78,47,0.88,High,14,9,6,12,30,13,9,10,144.13,183.27,110.7,228.22,60 days,2925.82,1922.82,3381.75
2023-05-08,26475.59,1504.01,3771.38,1804.66,1631.3,6922.21,57,0.74,High,10,12,4,3,19,15,16,12,190.65,77.72,185.1,152.17,30 days,2317.95,2642.94,3598.51
2023-05-09,25049.79,1785.68,2851.48,685.44,2893.91,6393.57,43,0.94,High,5,12,6,12,18,10,6,13,96.94,102.01,120.34,100.27,90 days,4330.89,2395.54,4855.83
2023-05-10,29381.35,4805.78,1797.29,980.04,2079.62,5364.02,42,0.76,Low,12,10,5,5,17,20,8,13,137.81,140.58,210.05,106.87,60 days,2185.51,1617.86,3411.64
2023-05-11,20691.29,1701.97,2481.02,2600.0,970.76,7498.8,47,0.81,Medium,12,5,5,7,25,16,8,16,84.05,177.83,163.34,132.09,30 days,4107.15,1882.36,2940.18
2023-05-12,24491.03,3270.91,1011.38,2312.28,2743.08,4680.8,41,0.73,Medium,9,7,4,11,24,14,10,10,182.1,115.57,128.14,134.75,30 days,3896.27,2313.55,2570.96
2023-05-13,30302.97,3317.26,3912.22,2736.9,1750.98,4471.61,50,0.85,High,9,11,7,2,18,18,7,7,180.5,92.68,225.63,202.14,60 days,2136.16,2754.29,1423.27
2023-05-14,22581.71,2958.5,1952.19,793.89,1362.48,7363.98,51,0.79,High,11,7,4,3,28,11,16,13,104.67,129.94,183.19,211.35,90 days,4486.69,1078.88,3887.9
2023-05-15,30781.19,3578.98,2329.18,2975.56,1688.95,6984.94,49,0.79,Low,5,11,2,7,22,19,13,11,102.45,127.89,145.83,128.15,60 days,3724.17,2984.21,1988.74
2023-05-16,19386.14,1919.31,1936.91,1023.52,2043.49,5574.9,41,0.91,Low,10,7,4,7,23,16,10,12,50.02,199.68,151.62,220.97,30 days,4158.65,1814.98,2250.45
2023-05-17,25406.76,3210.65,2984.04,529.45,1595.03,3653.67,60,0.7,Medium,6,7,5,5,20,29,10,17,97.62,209.4,118.34,218.13,30 days,3758.37,1259.99,1047.41
2023-05-18,25994.97,2488.69,2919.14,2993.56,1301.53,4075.36,40,0.9,Low,12,7,2,6,28,17,8,7,167.21,87.01,89.53,132.74,60 days,2729.49,1662.5,3636.06
2023-05-19,28577.22,3646.67,3089.03,1202.68,1755.66,6281.14,52,0.84,Low,12,8,1,6,24,17,10,12,54.29,104.72,124.46,208.23,60 days,2911.34,2591.5,4035.45
2023-05-20,18478.96,1564.89,1658.06,2170.05,655.6,4925.21,47,0.95,Low,8,10,6,4,27,17,2,11,80.41,185.76,117.58,83.62,90 days,4991.9,2148.57,1377.43
2023-05-21,23966.38,3283.51,1810.14,941.71,2840.24,7182.37,36,0.85,High,13,2,9,5,21,13,8,8,159.54,99.21,130.43,149.35,30 days,4421.32,1221.68,1548.13
2023-05-22,19042.98,1741.08,1200.8,1950.57,1095.74,7749.78,37,0.71,High,11,7,7,4,21,18,10,12,147.2,102.34,154.45,182.59,30 days,4514.94,1776.56,4291.85
2023-05-23,25126.1,2114.57,2897.63,2760.09,727.32,7028.18,57,0.71,Medium,7,9,6,9,16,10,7,10,198.0,168.26,81.35,122.02,60 days,2776.93,1110.92,3938.91
2023-05-24,18575.0,1874.84,927.35,1300.45,2495.73,4887.73,38,0.92,Low,11,6,6,8,16,8,12,8,108.59,141.73,89.08,68.81,30 days,4346.25,1133.41,1495.07
2023-05-25,23968.54,1731.35,2712.58,2175.63,2844.41,6943.43,46,0.91,High,13,9,5,7,26,13,9,8,69.99,172.58,201.3,74.15,30 days,3029.39,1441.67,2690.89
2023-05-26,31586.39,4302.84,3583.03,969.76,2960.1,4757.21,45,0.79,Low,13,5,5,9,15,13,16,11,149.71,71.61,103.01,212.6,60 days,2988.16,1702.47,2247.03
2023-05-27,26878.72,2142.83,3650.66,2061.99,2031.18,3835.5,55,0.85,Medium,12,7,5,8,16,12,12,17,61.85,140.67,131.01,150.55,60 days,2941.54,2386.42,1655.52
2023-05-28,27250.76,4708.5,2236.92,1341.13,1195.57,3166.97,49,0.82,Low,17,5,3,2,18,14,11,12,67.51,167.66,184.65,90.13,30 days,2326.82,1034.13,2753.44
2023-05-29,31978.78,4879.71,2269.77,1028.02,2737.96,4928.58,57,0.94,Medium,12,7,3,6,30,16,10,16,135.19,135.91,245.85,213.85,90 days,2311.74,1630.54,4407.84
2023-05-30,26577.25,3285.04,1046.3,1282.96,2629.17,7517.8,61,0.94,Medium,6,8,8,1,23,7,13,8,120.8,80.45,93.94,220.46,60 days,4078.75,1715.02,4265.08
2023-05-31,23241.85,1572.0,2946.45,947.1,1314.19,4194.93,64,0.95,High,13,11,5,7,23,14,9,6,89.54,81.42,206.33,118.8,60 days,3519.74,1619.21,3344.45
2023-06-01,32612.06,2498.19,3428.03,2754.79,3219.88,4032.57,52,0.92,Low,12,8,4,5,22,12,7,16,121.7,154.08,158.43,161.69,90 days,4432.04,1284.59,3238.71
2023-06-02,24794.84,4190.93,1582.9,1492.97,902.68,7849.1,46,0.93,High,11,8,2,6,24,25,7,10,180.25,83.05,86.88,118.76,30 days,4352.92,2721.71,3618.58
2023-06-03,26051.04,2469.56,2148.16,1113.2,3449.8,3125.02,55,0.75,Low,14,4,4,7,29,23,15,13,158.75,108.6,100.42,184.67,30 days,3029.36,1642.4,4901.28
2023-06-04,25370.97,1348.07,3484.29,1621.02,3094.72,6928.91,41,0.91,Low,11,9,10,7,18,13,12,11,118.22,130.59,194.96,221.41,90 days,2400.93,2688.94,4293.22
2023-06-05,29313.6,3227.14,3606.79,1301.34,2594.91,4606.85,42,0.88,Medium,14,6,1,5,24,13,10,10,96.7,154.93,228.3,69.6,90 days,2834.75,1379.96,1853.18
